experiment_id,git_commit,config_path,seed,gpu,start_time,end_time,status,primary_metric,checkpoint_path,notes
wp02d_formal_h1_primary_v1,0b0742f51d59c2a8aa63614993e51131016cd33c,configs/experiments/wp02d_h1.yaml,20260819..20261074,not_used,,,PASS,0.31754293614860113,,"n_planned=256; n_valid=256; one_sided_lcb=0.3133852915914393; one_sided_ucb=0.32170536510653147; two_sided_interval=[0.3126219878069711;0.3225008920637088]; h1_spec_sha256=fc719e4634ab13ba55d0b95e63497688b3ab07c259d1421c5ed0c468cec3fade; primary_environment_sha256=d1d856b13ac8edf79422428a96bddc03b901053dbeaabe56571e9baeef6eafa1; artifact_inventory_logical_sha256=b24ca39264d46b7c510b2e08650bea06535b27990b4068a13fa4e852202c8a18; paired_results_logical_sha256=16b28e30df452d512a0cd730ac73c95b8711ee06cb3be6a1d75564a1dfb1239e; evidence_root=artifacts/wp02d_h1_formal_v1/; sensitivity=not_executed; exact start timestamp not recorded in frozen scientific evidence; exact end timestamp not recorded in frozen scientific evidence"
